data_id,excluded,reason_for_exclusion
product_review_000451,0,N/A
product_review_000452,0,N/A
product_review_000453,0,N/A
product_review_000454,0,N/A
product_review_000455,0,N/A
product_review_000456,0,N/A
product_review_000457,0,N/A
product_review_000458,0,N/A
product_review_000459,0,N/A
product_review_000460,1,missing_value_or_label
product_review_000461,0,N/A
product_review_000462,0,N/A
product_review_000463,0,N/A
product_review_000464,0,N/A
product_review_000465,0,N/A
product_review_000466,0,N/A
product_review_000467,0,N/A
product_review_000468,0,N/A
product_review_000469,0,N/A
product_review_000470,1,missing_value_or_label
product_review_000471,1,missing_value_or_label
product_review_000472,0,N/A
product_review_000473,0,N/A
product_review_000474,0,N/A
product_review_000475,0,N/A
product_review_000476,0,N/A
product_review_000477,0,N/A
product_review_000478,0,N/A
product_review_000479,0,N/A
product_review_000480,0,N/A
product_review_000481,0,N/A
product_review_000482,0,N/A
product_review_000483,0,N/A
product_review_000484,0,N/A
product_review_000485,0,N/A
product_review_000486,0,N/A
product_review_000487,0,N/A
product_review_000488,0,N/A
product_review_000489,0,N/A
product_review_000490,0,N/A
product_review_000491,0,N/A
product_review_000492,0,N/A
product_review_000493,0,N/A
product_review_000494,0,N/A
product_review_000495,0,N/A
product_review_000496,0,N/A
product_review_000497,0,N/A
product_review_000498,0,N/A
product_review_000499,0,N/A
product_review_000500,0,N/A
product_review_000501,0,N/A
product_review_000502,0,N/A
product_review_000503,0,N/A
product_review_000504,0,N/A
product_review_000505,0,N/A
product_review_000506,0,N/A
product_review_000507,0,N/A
product_review_000508,0,N/A
product_review_000509,0,N/A
product_review_000510,0,N/A
product_review_000511,0,N/A
product_review_000512,0,N/A
product_review_000513,0,N/A
product_review_000514,0,N/A
product_review_000515,0,N/A
product_review_000516,0,N/A
product_review_000517,0,N/A
product_review_000518,0,N/A
product_review_000519,0,N/A
product_review_000520,0,N/A
product_review_000521,0,N/A
product_review_000522,0,N/A
product_review_000523,0,N/A
product_review_000524,0,N/A
product_review_000525,0,N/A
product_review_000526,0,N/A
product_review_000527,0,N/A
product_review_000528,0,N/A
product_review_000529,0,N/A
product_review_000530,0,N/A
product_review_000531,0,N/A
product_review_000532,0,N/A
product_review_000533,0,N/A
product_review_000534,0,N/A
product_review_000535,0,N/A
product_review_000536,0,N/A
product_review_000537,0,N/A
product_review_000538,0,N/A
product_review_000539,0,N/A
product_review_000540,0,N/A
product_review_000541,0,N/A
product_review_000542,0,N/A
product_review_000543,0,N/A
product_review_000544,0,N/A
product_review_000545,0,N/A
product_review_000546,0,N/A
product_review_000547,0,N/A
product_review_000548,0,N/A
product_review_000549,0,N/A
product_review_000550,0,N/A
product_review_000551,0,N/A
product_review_000552,0,N/A
product_review_000553,0,N/A
product_review_000554,0,N/A
product_review_000555,0,N/A
product_review_000556,0,N/A
product_review_000557,0,N/A
product_review_000558,0,N/A
product_review_000559,0,N/A
product_review_000560,0,N/A
product_review_000561,0,N/A
product_review_000562,0,N/A
product_review_000563,0,N/A
product_review_000564,1,missing_value_or_label
product_review_000565,0,N/A
product_review_000566,0,N/A
product_review_000567,0,N/A
product_review_000568,0,N/A
product_review_000569,0,N/A
product_review_000570,0,N/A
product_review_000571,0,N/A
product_review_000572,0,N/A
product_review_000573,0,N/A
product_review_000574,0,N/A
product_review_000575,0,N/A
product_review_000576,0,N/A
product_review_000577,1,missing_value_or_label
product_review_000578,0,N/A
product_review_000579,0,N/A
product_review_000580,0,N/A
product_review_000581,0,N/A
product_review_000582,0,N/A
product_review_000583,0,N/A
product_review_000584,0,N/A
product_review_000585,0,N/A
product_review_000586,0,N/A
product_review_000587,0,N/A
product_review_000588,0,N/A
product_review_000589,0,N/A
product_review_000590,0,N/A
product_review_000591,0,N/A
product_review_000592,0,N/A
product_review_000593,0,N/A
product_review_000594,0,N/A
product_review_000595,0,N/A
product_review_000596,0,N/A
product_review_000597,0,N/A
product_review_000598,0,N/A
product_review_000599,0,N/A
product_review_000600,0,N/A
product_review_000601,0,N/A
product_review_000602,0,N/A
product_review_000603,0,N/A
product_review_000604,0,N/A
product_review_000605,0,N/A
product_review_000606,0,N/A
product_review_000607,1,missing_value_or_label
product_review_000608,0,N/A
product_review_000609,0,N/A
product_review_000610,0,N/A
product_review_000611,0,N/A
product_review_000612,0,N/A
product_review_000613,0,N/A
product_review_000614,0,N/A
product_review_000615,0,N/A
product_review_000616,0,N/A
product_review_000617,0,N/A
product_review_000618,0,N/A
product_review_000619,0,N/A
product_review_000620,0,N/A
product_review_000621,0,N/A
product_review_000622,0,N/A
product_review_000623,0,N/A
product_review_000624,0,N/A
product_review_000625,0,N/A
product_review_000626,0,N/A
product_review_000627,0,N/A
product_review_000628,0,N/A
product_review_000629,0,N/A
product_review_000630,1,missing_value_or_label
product_review_000631,0,N/A
product_review_000632,0,N/A
product_review_000633,0,N/A
product_review_000634,0,N/A
product_review_000635,0,N/A
product_review_000636,0,N/A
product_review_000637,0,N/A
product_review_000638,0,N/A
product_review_000639,0,N/A
product_review_000640,0,N/A
product_review_000641,0,N/A
product_review_000642,0,N/A
product_review_000643,0,N/A
product_review_000644,0,N/A
product_review_000645,0,N/A
product_review_000646,0,N/A
product_review_000647,0,N/A
product_review_000648,0,N/A
product_review_000649,0,N/A
product_review_000650,0,N/A
product_review_000651,0,N/A
product_review_000652,0,N/A
product_review_000653,0,N/A
product_review_000654,0,N/A
product_review_000655,0,N/A
product_review_000656,0,N/A
product_review_000657,0,N/A
product_review_000658,0,N/A
product_review_000659,1,missing_value_or_label
product_review_000660,0,N/A
product_review_000661,0,N/A
product_review_000662,0,N/A
product_review_000663,0,N/A
product_review_000664,0,N/A
product_review_000665,0,N/A
product_review_000666,0,N/A
product_review_000667,0,N/A
product_review_000668,1,missing_value_or_label
product_review_000669,0,N/A
product_review_000670,0,N/A
product_review_000671,0,N/A
product_review_000672,0,N/A
product_review_000673,0,N/A
product_review_000674,0,N/A
product_review_000675,0,N/A
product_review_000676,0,N/A
product_review_000677,0,N/A
product_review_000678,0,N/A
product_review_000679,1,missing_value_or_label
product_review_000680,0,N/A
product_review_000681,0,N/A
product_review_000682,0,N/A
product_review_000683,0,N/A
product_review_000684,0,N/A
product_review_000685,0,N/A
product_review_000686,0,N/A
product_review_000687,0,N/A
product_review_000688,0,N/A
product_review_000689,0,N/A
product_review_000690,0,N/A
product_review_000691,0,N/A
product_review_000692,1,missing_value_or_label
product_review_000693,1,missing_value_or_label
product_review_000694,0,N/A
product_review_000695,0,N/A
product_review_000696,0,N/A
product_review_000697,0,N/A
product_review_000698,1,missing_value_or_label
product_review_000699,0,N/A
product_review_000700,1,missing_value_or_label
product_review_000701,0,N/A
product_review_000702,0,N/A
product_review_000703,0,N/A
product_review_000704,0,N/A
product_review_000705,0,N/A
product_review_000706,0,N/A
product_review_000707,0,N/A
product_review_000708,0,N/A
product_review_000709,0,N/A
product_review_000710,0,N/A
product_review_000711,0,N/A
product_review_000712,1,missing_value_or_label
product_review_000713,0,N/A
product_review_000714,0,N/A
product_review_000715,0,N/A
product_review_000716,0,N/A
product_review_000717,0,N/A
product_review_000718,0,N/A
product_review_000719,0,N/A
product_review_000720,0,N/A
product_review_000721,0,N/A
product_review_000722,0,N/A
product_review_000723,0,N/A
product_review_000724,0,N/A
product_review_000725,0,N/A
product_review_000726,0,N/A
product_review_000727,0,N/A
product_review_000728,0,N/A
product_review_000729,0,N/A
product_review_000730,0,N/A
product_review_000731,0,N/A
product_review_000732,0,N/A
product_review_000733,0,N/A
product_review_000734,0,N/A
product_review_000735,0,N/A
product_review_000736,0,N/A
product_review_000737,0,N/A
product_review_000738,1,missing_value_or_label
product_review_000739,0,N/A
product_review_000740,0,N/A
product_review_000741,0,N/A
product_review_000742,0,N/A
product_review_000743,0,N/A
product_review_000744,0,N/A
product_review_000745,0,N/A
product_review_000746,0,N/A
product_review_000747,0,N/A
product_review_000748,0,N/A
product_review_000749,0,N/A
product_review_000750,0,N/A
product_review_000751,0,N/A
product_review_000752,0,N/A
product_review_000753,0,N/A
product_review_000754,0,N/A
product_review_000755,0,N/A
product_review_000756,0,N/A
product_review_000757,0,N/A
product_review_000758,0,N/A
product_review_000759,0,N/A
product_review_000760,0,N/A
product_review_000761,0,N/A
product_review_000762,0,N/A
product_review_000763,0,N/A
product_review_000764,0,N/A
product_review_000765,0,N/A
product_review_000766,0,N/A
product_review_000767,0,N/A
product_review_000768,0,N/A
product_review_000769,0,N/A
product_review_000770,0,N/A
product_review_000771,0,N/A
product_review_000772,0,N/A
product_review_000773,0,N/A
product_review_000774,0,N/A
product_review_000775,0,N/A
product_review_000776,0,N/A
product_review_000777,0,N/A
product_review_000778,0,N/A
product_review_000779,0,N/A
product_review_000780,0,N/A
product_review_000781,0,N/A
product_review_000782,0,N/A
product_review_000783,1,missing_value_or_label
product_review_000784,0,N/A
product_review_000785,0,N/A
product_review_000786,0,N/A
product_review_000787,0,N/A
product_review_000788,0,N/A
product_review_000789,0,N/A
product_review_000790,0,N/A
product_review_000791,0,N/A
product_review_000792,0,N/A
product_review_000793,0,N/A
product_review_000794,0,N/A
product_review_000795,0,N/A
product_review_000796,0,N/A
product_review_000797,0,N/A
product_review_000798,0,N/A
product_review_000799,0,N/A
product_review_000800,0,N/A
product_review_000801,0,N/A
product_review_000802,0,N/A
product_review_000803,0,N/A
product_review_000804,0,N/A
product_review_000805,0,N/A
product_review_000806,0,N/A
product_review_000807,0,N/A
product_review_000808,0,N/A
product_review_000809,0,N/A
product_review_000810,0,N/A
product_review_000811,0,N/A
product_review_000812,0,N/A
product_review_000813,0,N/A
product_review_000814,0,N/A
product_review_000815,0,N/A
product_review_000816,0,N/A
product_review_000817,0,N/A
product_review_000818,0,N/A
product_review_000819,0,N/A
product_review_000820,0,N/A
product_review_000821,0,N/A
product_review_000822,0,N/A
product_review_000823,0,N/A
product_review_000824,0,N/A
product_review_000825,0,N/A
product_review_000826,0,N/A
product_review_000827,0,N/A
product_review_000828,0,N/A
product_review_000829,0,N/A
product_review_000830,0,N/A
product_review_000831,0,N/A
product_review_000832,0,N/A
product_review_000833,0,N/A
product_review_000834,0,N/A
product_review_000835,0,N/A
product_review_000836,0,N/A
product_review_000837,0,N/A
product_review_000838,0,N/A
product_review_000839,0,N/A
product_review_000840,0,N/A
product_review_000841,0,N/A
product_review_000842,0,N/A
product_review_000843,0,N/A
product_review_000844,0,N/A
product_review_000845,0,N/A
product_review_000846,0,N/A
product_review_000847,0,N/A
product_review_000848,0,N/A
product_review_000849,0,N/A
product_review_000850,0,N/A
product_review_000851,0,N/A
product_review_000852,0,N/A
product_review_000853,0,N/A
product_review_000854,0,N/A
product_review_000855,0,N/A
product_review_000856,0,N/A
product_review_000857,0,N/A
product_review_000858,0,N/A
product_review_000859,0,N/A
product_review_000860,0,N/A
product_review_000861,0,N/A
product_review_000862,0,N/A
product_review_000863,0,N/A
product_review_000864,0,N/A
product_review_000865,1,missing_value_or_label
product_review_000866,0,N/A
product_review_000867,0,N/A
product_review_000868,0,N/A
product_review_000869,0,N/A
product_review_000870,0,N/A
product_review_000871,0,N/A
product_review_000872,0,N/A
product_review_000873,0,N/A
product_review_000874,0,N/A
product_review_000875,0,N/A
product_review_000876,0,N/A
product_review_000877,0,N/A
product_review_000878,0,N/A
product_review_000879,0,N/A
product_review_000880,0,N/A
product_review_000881,0,N/A
product_review_000882,1,missing_value_or_label
product_review_000883,0,N/A
product_review_000884,0,N/A
product_review_000885,0,N/A
product_review_000886,0,N/A
product_review_000887,0,N/A
product_review_000888,0,N/A
product_review_000889,0,N/A
product_review_000890,0,N/A
product_review_000891,0,N/A
product_review_000892,0,N/A
product_review_000893,0,N/A
product_review_000894,0,N/A
product_review_000895,0,N/A
product_review_000896,0,N/A
product_review_000897,0,N/A
product_review_000898,0,N/A
product_review_000899,0,N/A
product_review_000900,0,N/A
product_review_000901,0,N/A
product_review_000902,0,N/A
product_review_000903,0,N/A
product_review_000904,0,N/A
product_review_000905,0,N/A
product_review_000906,0,N/A
product_review_000907,0,N/A
product_review_000908,0,N/A
product_review_000909,0,N/A
product_review_000910,0,N/A
product_review_000911,0,N/A
product_review_000912,0,N/A
product_review_000913,0,N/A
product_review_000914,0,N/A
product_review_000915,0,N/A
product_review_000916,0,N/A
product_review_000917,0,N/A
product_review_000918,0,N/A
product_review_000919,0,N/A
product_review_000920,0,N/A
product_review_000921,0,N/A
product_review_000922,0,N/A
product_review_000923,0,N/A
product_review_000924,0,N/A
product_review_000925,0,N/A
product_review_000926,0,N/A
product_review_000927,0,N/A
product_review_000928,0,N/A
product_review_000929,0,N/A
product_review_000930,0,N/A
product_review_000931,0,N/A
product_review_000932,0,N/A
product_review_000933,0,N/A
product_review_000934,0,N/A
product_review_000935,0,N/A
product_review_000936,0,N/A
product_review_000937,0,N/A
product_review_000938,0,N/A
product_review_000939,0,N/A
product_review_000940,0,N/A
product_review_000941,0,N/A
product_review_000942,0,N/A
product_review_000943,0,N/A
product_review_000944,0,N/A
product_review_000945,0,N/A
product_review_000946,0,N/A
product_review_000947,0,N/A
product_review_000948,0,N/A
product_review_000949,0,N/A
product_review_000950,0,N/A
product_review_000951,0,N/A
product_review_000952,0,N/A
product_review_000953,0,N/A
product_review_000954,0,N/A
product_review_000955,0,N/A
product_review_000956,0,N/A
product_review_000957,0,N/A
product_review_000958,0,N/A
product_review_000959,0,N/A
product_review_000960,0,N/A
product_review_000961,0,N/A
product_review_000962,0,N/A
product_review_000963,0,N/A
product_review_000964,0,N/A
product_review_000965,0,N/A
product_review_000966,0,N/A
product_review_000967,0,N/A
product_review_000968,0,N/A
product_review_000969,0,N/A
product_review_000970,0,N/A
product_review_000971,0,N/A
product_review_000972,0,N/A
product_review_000973,0,N/A
product_review_000974,0,N/A
product_review_000975,0,N/A
product_review_000976,0,N/A
product_review_000977,0,N/A
product_review_000978,0,N/A
product_review_000979,0,N/A
product_review_000980,0,N/A
product_review_000981,1,missing_value_or_label
product_review_000982,0,N/A
product_review_000983,0,N/A
product_review_000984,0,N/A
product_review_000985,0,N/A
product_review_000986,0,N/A
product_review_000987,0,N/A
product_review_000988,0,N/A
product_review_000989,0,N/A
product_review_000990,0,N/A
product_review_000991,0,N/A
product_review_000992,0,N/A
product_review_000993,0,N/A
product_review_000994,0,N/A
product_review_000995,0,N/A
product_review_000996,0,N/A
product_review_000997,1,missing_value_or_label
product_review_000998,0,N/A
product_review_000999,0,N/A
product_review_001000,0,N/A
product_review_001001,0,N/A
product_review_001002,0,N/A
product_review_001003,0,N/A
product_review_001004,0,N/A
product_review_001005,1,missing_value_or_label
product_review_001006,0,N/A
product_review_001007,0,N/A
product_review_001008,0,N/A
product_review_001009,0,N/A
product_review_001010,0,N/A
product_review_001011,0,N/A
product_review_001012,0,N/A
product_review_001013,0,N/A
product_review_001014,0,N/A
product_review_001015,0,N/A
product_review_001016,0,N/A
product_review_001017,0,N/A
product_review_001018,0,N/A
product_review_001019,0,N/A
product_review_001020,0,N/A
product_review_001021,0,N/A
product_review_001022,0,N/A
product_review_001023,0,N/A
product_review_001024,0,N/A
product_review_001025,0,N/A
product_review_001026,0,N/A
product_review_001027,0,N/A
product_review_001028,0,N/A
product_review_001029,0,N/A
product_review_001030,0,N/A
product_review_001031,0,N/A
product_review_001032,0,N/A
product_review_001033,0,N/A
product_review_001034,1,missing_value_or_label
product_review_001035,0,N/A
product_review_001036,0,N/A
product_review_001037,0,N/A
product_review_001038,0,N/A
product_review_001039,0,N/A
product_review_001040,0,N/A
product_review_001041,0,N/A
product_review_001042,0,N/A
product_review_001043,0,N/A
product_review_001044,0,N/A
product_review_001045,0,N/A
product_review_001046,0,N/A
product_review_001047,0,N/A
product_review_001048,0,N/A
product_review_001049,0,N/A
product_review_001050,0,N/A
product_review_001051,0,N/A
product_review_001052,0,N/A
product_review_001053,0,N/A
product_review_001054,0,N/A
product_review_001055,0,N/A
product_review_001056,0,N/A
product_review_001057,0,N/A
product_review_001058,0,N/A
